,type
14679,trojan
6905,worm
6988,worm
4704,worm
15283,trojan
14784,trojan
5244,worm
13702,trojan
12408,benign
3093,adware
13722,trojan
1274,adware
9736,benign
5657,worm
1799,adware
11814,benign
16896,trojan
3223,adware
1429,adware
5667,worm
11386,benign
12505,benign
16069,trojan
629,adware
15591,trojan
2517,adware
8923,benign
16312,trojan
10540,benign
6723,worm
1564,adware
16153,trojan
2806,adware
3,adware
3656,adware
13828,trojan
5769,worm
9265,benign
14087,trojan
2823,adware
11115,benign
7177,worm
14853,trojan
10688,benign
4856,worm
1154,adware
5022,worm
5580,worm
2489,adware
6530,worm
2272,adware
7149,worm
11163,benign
12966,trojan
10262,benign
786,adware
7513,worm
15244,trojan
12655,trojan
6091,worm
9849,benign
9328,benign
276,adware
14809,trojan
736,adware
15523,trojan
228,adware
1193,adware
7173,worm
13578,trojan
9141,benign
13347,trojan
14819,trojan
11700,benign
233,adware
2793,adware
3629,adware
626,adware
3517,adware
17011,trojan
1359,adware
13199,trojan
14020,trojan
1541,adware
7679,worm
3976,adware
15631,trojan
10680,benign
659,adware
5048,worm
15826,trojan
6901,worm
14542,trojan
15145,trojan
9398,benign
843,adware
16595,trojan
4377,worm
7155,worm
13229,trojan
16334,trojan
9165,benign
15662,trojan
3066,adware
10668,benign
12490,benign
14218,trojan
6482,worm
5973,worm
16555,trojan
15493,trojan
1523,adware
15858,trojan
6638,worm
2502,adware
14627,trojan
12850,trojan
12072,benign
663,adware
9295,benign
9027,benign
14634,trojan
1315,adware
3699,adware
11888,benign
16006,trojan
6599,worm
5471,worm
2941,adware
15853,trojan
7072,worm
2898,adware
12604,trojan
9901,benign
14661,trojan
14854,trojan
13468,trojan
2106,adware
5589,worm
11963,benign
6771,worm
8966,benign
6217,worm
15864,trojan
13267,trojan
10464,benign
11969,benign
4677,worm
6014,worm
2309,adware
3354,adware
4183,worm
6823,worm
7044,worm
2513,adware
13903,trojan
261,adware
4931,worm
12884,trojan
12709,trojan
4059,adware
13008,trojan
669,adware
14981,trojan
6435,worm
13393,trojan
10985,benign
5518,worm
8091,worm
8078,worm
11681,benign
9678,benign
12081,benign
15501,trojan
8013,worm
720,adware
11053,benign
4136,worm
13668,trojan
10901,benign
744,adware
5807,worm
6821,worm
6263,worm
13564,trojan
6537,worm
7571,worm
1382,adware
11332,benign
5282,worm
6818,worm
7023,worm
714,adware
1957,adware
7107,worm
16592,trojan
9607,benign
1356,adware
7660,worm
7005,worm
5983,worm
6903,worm
7013,worm
17037,trojan
2831,adware
4028,adware
12979,trojan
8265,benign
9924,benign
7843,worm
5661,worm
10288,benign
3659,adware
13493,trojan
5169,worm
660,adware
4807,worm
16537,trojan
9905,benign
1789,adware
11004,benign
6624,worm
6916,worm
8961,benign
16541,trojan
11473,benign
4504,worm
14128,trojan
2199,adware
13414,trojan
4766,worm
2447,adware
12587,trojan
9218,benign
1991,adware
2976,adware
15483,trojan
9618,benign
16918,trojan
7695,worm
14266,trojan
3276,adware
7351,worm
13106,trojan
4864,worm
1449,adware
7010,worm
15526,trojan
4689,worm
15748,trojan
10001,benign
7073,worm
16992,trojan
3367,adware
7531,worm
10350,benign
13933,trojan
14834,trojan
14102,trojan
9579,benign
181,adware
11601,benign
2716,adware
12146,benign
13371,trojan
16071,trojan
12299,benign
6885,worm
5083,worm
13960,trojan
6640,worm
13684,trojan
9809,benign
7828,worm
8029,worm
1250,adware
12131,benign
1452,adware
3254,adware
15895,trojan
12848,trojan
7582,worm
1595,adware
12443,benign
5382,worm
13659,trojan
2292,adware
11180,benign
8611,benign
8527,benign
6154,worm
1299,adware
11721,benign
10399,benign
3196,adware
13725,trojan
11869,benign
230,adware
5835,worm
7170,worm
13677,trojan
4373,worm
262,adware
6156,worm
16885,trojan
16536,trojan
14280,trojan
16868,trojan
15136,trojan
12099,benign
10335,benign
5410,worm
9960,benign
11248,benign
13364,trojan
853,adware
11412,benign
4143,worm
12747,trojan
15194,trojan
4902,worm
308,adware
8523,benign
4553,worm
2886,adware
3238,adware
12170,benign
12547,trojan
7618,worm
1007,adware
8438,benign
696,adware
3507,adware
6768,worm
5923,worm
16511,trojan
13269,trojan
2166,adware
12974,trojan
10962,benign
5583,worm
13996,trojan
15418,trojan
12181,benign
13518,trojan
11283,benign
12881,trojan
13984,trojan
128,adware
4509,worm
16403,trojan
11974,benign
4757,worm
4457,worm
15630,trojan
14823,trojan
7664,worm
8616,benign
10332,benign
268,adware
16134,trojan
1183,adware
7846,worm
5464,worm
10106,benign
1767,adware
10726,benign
957,adware
13831,trojan
12167,benign
4165,worm
9198,benign
9611,benign
1706,adware
1963,adware
14812,trojan
11815,benign
2430,adware
7254,worm
9588,benign
14915,trojan
4804,worm
14632,trojan
6728,worm
11101,benign
3709,adware
3307,adware
6271,worm
418,adware
16907,trojan
13935,trojan
3126,adware
7706,worm
10323,benign
15902,trojan
15449,trojan
8532,benign
2369,adware
860,adware
9562,benign
3931,adware
4390,worm
8281,benign
7752,worm
15521,trojan
8191,worm
9481,benign
10545,benign
1546,adware
8303,benign
7986,worm
4185,worm
12113,benign
3754,adware
1806,adware
1030,adware
5000,worm
13156,trojan
8799,benign
7978,worm
13778,trojan
7959,worm
10983,benign
13005,trojan
8198,worm
14495,trojan
7849,worm
5541,worm
12380,benign
11986,benign
12506,benign
11794,benign
11571,benign
12718,trojan
12745,trojan
3728,adware
4608,worm
6702,worm
16520,trojan
8828,benign
5122,worm
14081,trojan
1671,adware
10393,benign
1156,adware
10576,benign
13279,trojan
235,adware
12061,benign
6380,worm
10916,benign
7654,worm
10152,benign
11802,benign
14274,trojan
752,adware
10572,benign
9537,benign
3068,adware
11644,benign
7192,worm
4603,worm
11458,benign
6495,worm
7102,worm
869,adware
4733,worm
15932,trojan
14987,trojan
10327,benign
7096,worm
10860,benign
493,adware
3265,adware
3730,adware
389,adware
14943,trojan
15762,trojan
17070,trojan
5340,worm
810,adware
6405,worm
4920,worm
6879,worm
7398,worm
12494,benign
2312,adware
2019,adware
6339,worm
5972,worm
10403,benign
14353,trojan
3366,adware
11575,benign
1683,adware
14741,trojan
240,adware
16321,trojan
7534,worm
14276,trojan
16880,trojan
5632,worm
12599,trojan
2930,adware
3556,adware
7976,worm
1069,adware
13070,trojan
4231,worm
2338,adware
14161,trojan
8808,benign
2967,adware
15196,trojan
5091,worm
16531,trojan
2673,adware
13441,trojan
7474,worm
8921,benign
8668,benign
12989,trojan
1347,adware
10044,benign
15390,trojan
3561,adware
9443,benign
2464,adware
1680,adware
11690,benign
8957,benign
1962,adware
13013,trojan
14725,trojan
4946,worm
13011,trojan
15967,trojan
5854,worm
9467,benign
15974,trojan
4425,worm
14807,trojan
2192,adware
6995,worm
6554,worm
16000,trojan
15147,trojan
839,adware
4996,worm
2510,adware
16129,trojan
11083,benign
11779,benign
11408,benign
6336,worm
15056,trojan
14885,trojan
16430,trojan
2679,adware
6899,worm
13363,trojan
9288,benign
1378,adware
6427,worm
1514,adware
10758,benign
1698,adware
14711,trojan
15394,trojan
16228,trojan
7088,worm
14553,trojan
12364,benign
16696,trojan
14419,trojan
6240,worm
14258,trojan
2295,adware
14676,trojan
3058,adware
9005,benign
2696,adware
15043,trojan
16217,trojan
6302,worm
940,adware
12732,trojan
3490,adware
9756,benign
15385,trojan
80,adware
10104,benign
5850,worm
1110,adware
6682,worm
10698,benign
4742,worm
10662,benign
8543,benign
5197,worm
9686,benign
13714,trojan
2522,adware
11360,benign
16330,trojan
14795,trojan
9771,benign
9988,benign
550,adware
16584,trojan
9015,benign
7256,worm
12144,benign
12515,benign
4784,worm
16499,trojan
8186,worm
7867,worm
9186,benign
14219,trojan
10068,benign
6573,worm
2746,adware
12070,benign
4139,worm
841,adware
6492,worm
15114,trojan
2326,adware
6767,worm
9065,benign
4057,adware
13696,trojan
11203,benign
14235,trojan
7164,worm
9966,benign
5426,worm
6162,worm
10537,benign
16188,trojan
16667,trojan
14833,trojan
16237,trojan
874,adware
14556,trojan
11464,benign
10353,benign
17012,trojan
7045,worm
2703,adware
3650,adware
5012,worm
8175,worm
6816,worm
2341,adware
15959,trojan
8248,benign
2323,adware
14992,trojan
14578,trojan
9807,benign
4831,worm
7438,worm
13732,trojan
3125,adware
9422,benign
8612,benign
14595,trojan
12420,benign
7549,worm
2409,adware
5285,worm
10030,benign
3919,adware
8393,benign
4567,worm
11703,benign
3834,adware
9432,benign
11270,benign
15925,trojan
14113,trojan
4562,worm
11605,benign
12257,benign
15281,trojan
16077,trojan
13328,trojan
12785,trojan
10418,benign
15528,trojan
9671,benign
15603,trojan
5703,worm
14332,trojan
9056,benign
11087,benign
2534,adware
8750,benign
10347,benign
4475,worm
13115,trojan
3158,adware
3739,adware
14742,trojan
14536,trojan
6358,worm
1101,adware
49,adware
11555,benign
15693,trojan
8855,benign
1839,adware
1803,adware
2580,adware
17099,trojan
3318,adware
14933,trojan
5604,worm
9612,benign
12915,trojan
15412,trojan
13180,trojan
6031,worm
343,adware
301,adware
9151,benign
3753,adware
3529,adware
7668,worm
6479,worm
8729,benign
5497,worm
8609,benign
9639,benign
7827,worm
6526,worm
12120,benign
15632,trojan
8369,benign
15148,trojan
13183,trojan
15365,trojan
7644,worm
14519,trojan
9286,benign
14317,trojan
117,adware
8865,benign
12466,benign
9394,benign
7580,worm
13708,trojan
14211,trojan
8185,worm
5712,worm
16903,trojan
6292,worm
4680,worm
9423,benign
8588,benign
10178,benign
1142,adware
3135,adware
1920,adware
2471,adware
6967,worm
10179,benign
381,adware
16660,trojan
8154,worm
2542,adware
10432,benign
5593,worm
15280,trojan
2428,adware
16514,trojan
938,adware
10731,benign
12412,benign
5395,worm
12199,benign
14525,trojan
9447,benign
316,adware
1874,adware
6394,worm
7393,worm
7600,worm
9724,benign
6618,worm
4388,worm
7515,worm
12800,trojan
4901,worm
2085,adware
17053,trojan
15511,trojan
14006,trojan
11078,benign
16767,trojan
10362,benign
9855,benign
5486,worm
3777,adware
1485,adware
12351,benign
9300,benign
16539,trojan
15583,trojan
1339,adware
12145,benign
8024,worm
7420,worm
12224,benign
5148,worm
16260,trojan
11695,benign
10341,benign
10211,benign
16799,trojan
15522,trojan
8718,benign
16412,trojan
4507,worm
3554,adware
4477,worm
8456,benign
4682,worm
616,adware
950,adware
13349,trojan
14270,trojan
9440,benign
1403,adware
3099,adware
5368,worm
14287,trojan
2047,adware
1056,adware
15068,trojan
8632,benign
10905,benign
10387,benign
3614,adware
3891,adware
13617,trojan
12618,trojan
4490,worm
3547,adware
9531,benign
6604,worm
8797,benign
10722,benign
7417,worm
9635,benign
4017,adware
10331,benign
11202,benign
758,adware
15557,trojan
10107,benign
14302,trojan
6646,worm
5684,worm
14899,trojan
6815,worm
15467,trojan
5132,worm
3525,adware
1897,adware
10345,benign
16480,trojan
15133,trojan
13871,trojan
5966,worm
7698,worm
10681,benign
4186,worm
9854,benign
6040,worm
6521,worm
11382,benign
15681,trojan
3096,adware
7594,worm
2857,adware
12982,trojan
15560,trojan
7912,worm
3918,adware
13219,trojan
8453,benign
7777,worm
602,adware
4769,worm
6078,worm
8690,benign
15817,trojan
8210,benign
5899,worm
14891,trojan
10891,benign
8778,benign
5221,worm
7883,worm
2460,adware
3311,adware
13028,trojan
8489,benign
2640,adware
4539,worm
14456,trojan
3807,adware
12436,benign
10145,benign
11125,benign
1221,adware
5442,worm
12668,trojan
5532,worm
6699,worm
5110,worm
8657,benign
9388,benign
15251,trojan
3621,adware
14792,trojan
14508,trojan
16389,trojan
3508,adware
11143,benign
2621,adware
133,adware
9820,benign
14600,trojan
11900,benign
1220,adware
10214,benign
2912,adware
12939,trojan
5057,worm
10630,benign
12409,benign
4536,worm
12414,benign
15576,trojan
4890,worm
1917,adware
12203,benign
3474,adware
6980,worm
7069,worm
14518,trojan
4225,worm
9675,benign
2207,adware
10022,benign
3217,adware
13553,trojan
12020,benign
13552,trojan
4423,worm
891,adware
9135,benign
7012,worm
4461,worm
6739,worm
12022,benign
4503,worm
2243,adware
1629,adware
12791,trojan
6536,worm
1368,adware
13516,trojan
9199,benign
2694,adware
1618,adware
1323,adware
10747,benign
14257,trojan
755,adware
12243,benign
7525,worm
11929,benign
2995,adware
14047,trojan
16405,trojan
16011,trojan
377,adware
5846,worm
9670,benign
16409,trojan
11405,benign
14141,trojan
8931,benign
14596,trojan
4589,worm
13310,trojan
15048,trojan
2920,adware
2319,adware
14845,trojan
15010,trojan
16085,trojan
8048,worm
848,adware
16083,trojan
10168,benign
14549,trojan
15515,trojan
890,adware
6488,worm
2387,adware
5011,worm
14608,trojan
13084,trojan
11990,benign
6559,worm
2119,adware
9730,benign
10297,benign
1138,adware
8886,benign
15513,trojan
11707,benign
8890,benign
6099,worm
197,adware
6461,worm
4063,adware
16388,trojan
2646,adware
2152,adware
13876,trojan
604,adware
15086,trojan
16214,trojan
13646,trojan
9260,benign
5896,worm
15739,trojan
3538,adware
1826,adware
9995,benign
16116,trojan
11467,benign
9107,benign
5438,worm
15816,trojan
8193,worm
12904,trojan
3909,adware
3569,adware
10720,benign
16335,trojan
1230,adware
15919,trojan
13924,trojan
7558,worm
5283,worm
6918,worm
4157,worm
12327,benign
4547,worm
5688,worm
16629,trojan
239,adware
9700,benign
16890,trojan
7176,worm
6285,worm
10291,benign
13628,trojan
15536,trojan
17014,trojan
3258,adware
733,adware
7274,worm
4997,worm
16022,trojan
4962,worm
5029,worm
6784,worm
10234,benign
3215,adware
14584,trojan
9665,benign
4331,worm
16906,trojan
9159,benign
12356,benign
12073,benign
4693,worm
12598,trojan
3727,adware
224,adware
15729,trojan
15344,trojan
9796,benign
7251,worm
4492,worm
2221,adware
4597,worm
4310,worm
1903,adware
9035,benign
1494,adware
16888,trojan
8085,worm
9799,benign
5106,worm
5692,worm
7047,worm
10191,benign
11895,benign
13776,trojan
16669,trojan
12360,benign
10093,benign
350,adware
677,adware
2586,adware
12569,trojan
16491,trojan
35,adware
5686,worm
5615,worm
1766,adware
6056,worm
16718,trojan
11669,benign
14377,trojan
5168,worm
4295,worm
9148,benign
5685,worm
14017,trojan
11249,benign
16652,trojan
8934,benign
6114,worm
275,adware
3443,adware
12763,trojan
3901,adware
13635,trojan
14817,trojan
15685,trojan
11293,benign
2173,adware
309,adware
12208,benign
373,adware
5814,worm
829,adware
1604,adware
8911,benign
5316,worm
12483,benign
15568,trojan
16875,trojan
6935,worm
10986,benign
8556,benign
13884,trojan
6467,worm
12585,trojan
4145,worm
808,adware
5082,worm
9372,benign
8592,benign
13664,trojan
16375,trojan
5152,worm
6959,worm
1027,adware
16382,trojan
6116,worm
13979,trojan
2587,adware
14651,trojan
15179,trojan
9307,benign
13690,trojan
14617,trojan
6018,worm
6294,worm
4199,worm
11371,benign
13386,trojan
15215,trojan
13582,trojan
9766,benign
14971,trojan
9448,benign
16136,trojan
16710,trojan
8012,worm
1666,adware
247,adware
2475,adware
14650,trojan
10334,benign
15588,trojan
14284,trojan
59,adware
3643,adware
3579,adware
14787,trojan
4991,worm
9014,benign
6433,worm
14205,trojan
5989,worm
8959,benign
9522,benign
2721,adware
7479,worm
17097,trojan
739,adware
4987,worm
3868,adware
1065,adware
7367,worm
11852,benign
16132,trojan
3876,adware
3406,adware
8747,benign
2936,adware
12424,benign
5640,worm
4590,worm
3920,adware
8478,benign
8023,worm
9013,benign
5027,worm
11305,benign
6269,worm
435,adware
7776,worm
9726,benign
1470,adware
10561,benign
4212,worm
13629,trojan
12484,benign
12336,benign
13487,trojan
2636,adware
1139,adware
1341,adware
12626,trojan
1064,adware
6125,worm
4171,worm
14612,trojan
12844,trojan
14431,trojan
15586,trojan
11774,benign
10533,benign
4944,worm
11140,benign
7728,worm
8250,benign
12978,trojan
5701,worm
2660,adware
13058,trojan
15534,trojan
3615,adware
3548,adware
1089,adware
11634,benign
6397,worm
7421,worm
4336,worm
15000,trojan
15996,trojan
9919,benign
7855,worm
8145,worm
17083,trojan
12394,benign
12162,benign
13990,trojan
16937,trojan
14,adware
11367,benign
16320,trojan
12532,benign
171,adware
5815,worm
2176,adware
6952,worm
16368,trojan
10808,benign
6714,worm
12534,trojan
5010,worm
6854,worm
3641,adware
4216,worm
10071,benign
10142,benign
6557,worm
8629,benign
1517,adware
1884,adware
864,adware
10150,benign
16091,trojan
9722,benign
4270,worm
11108,benign
16229,trojan
3249,adware
2289,adware
2328,adware
8027,worm
7961,worm
4580,worm
13743,trojan
8726,benign
4974,worm
10427,benign
10060,benign
10721,benign
96,adware
12856,trojan
7530,worm
13766,trojan
531,adware
10615,benign
1737,adware
13413,trojan
2609,adware
16957,trojan
15351,trojan
2396,adware
9338,benign
10733,benign
7123,worm
3145,adware
369,adware
10547,benign
8038,worm
9407,benign
4088,adware
1000,adware
15868,trojan
13583,trojan
9132,benign
9444,benign
14277,trojan
8135,worm
13233,trojan
8554,benign
12877,trojan
13726,trojan
13297,trojan
2077,adware
12428,benign
149,adware
1082,adware
13576,trojan
15935,trojan
14038,trojan
13223,trojan
14497,trojan
6160,worm
14338,trojan
13344,trojan
3731,adware
7856,worm
5269,worm
12476,benign
9188,benign
13656,trojan
16163,trojan
14969,trojan
9118,benign
8031,worm
4397,worm
16363,trojan
10633,benign
7031,worm
14829,trojan
3724,adware
15596,trojan
5872,worm
16746,trojan
14028,trojan
3497,adware
9897,benign
12666,trojan
9810,benign
13093,trojan
2046,adware
1768,adware
10803,benign
10826,benign
13731,trojan
2836,adware
3649,adware
7869,worm
4904,worm
8444,benign
1870,adware
9044,benign
4607,worm
12622,trojan
1075,adware
15708,trojan
16523,trojan
8117,worm
7346,worm
291,adware
750,adware
804,adware
10942,benign
4577,worm
1414,adware
16990,trojan
3054,adware
11172,benign
8984,benign
13169,trojan
7374,worm
3204,adware
4413,worm
16047,trojan
2711,adware
3146,adware
15562,trojan
15386,trojan
1187,adware
6216,worm
6793,worm
1533,adware
3566,adware
10138,benign
1821,adware
2179,adware
272,adware
9276,benign
6412,worm
11847,benign
7724,worm
14090,trojan
11733,benign
16232,trojan
10303,benign
147,adware
1687,adware
16209,trojan
10683,benign
10878,benign
13464,trojan
7542,worm
11636,benign
2773,adware
9275,benign
8090,worm
2087,adware
1950,adware
2294,adware
16509,trojan
7375,worm
7989,worm
12617,trojan
14243,trojan
11222,benign
12778,trojan
4951,worm
15540,trojan
11207,benign
6094,worm
15479,trojan
13740,trojan
14839,trojan
13460,trojan
16146,trojan
10119,benign
14638,trojan
1261,adware
5176,worm
12522,benign
614,adware
14879,trojan
12935,trojan
15682,trojan
15007,trojan
14613,trojan
9228,benign
9416,benign
2384,adware
4976,worm
581,adware
2714,adware
16983,trojan
12117,benign
3849,adware
3685,adware
16428,trojan
13149,trojan
6356,worm
6636,worm
9249,benign
16603,trojan
4879,worm
6932,worm
6404,worm
2352,adware
14059,trojan
501,adware
8384,benign
7216,worm
10751,benign
9204,benign
2022,adware
2283,adware
6110,worm
15506,trojan
14597,trojan
10250,benign
7001,worm
7127,worm
12206,benign
9164,benign
1035,adware
11728,benign
4695,worm
5520,worm
12486,benign
13839,trojan
382,adware
11198,benign
13671,trojan
16487,trojan
7799,worm
14160,trojan
6856,worm
2596,adware
15580,trojan
9908,benign
1518,adware
3335,adware
8209,benign
15725,trojan
10548,benign
13354,trojan
12559,trojan
1755,adware
4471,worm
4671,worm
6066,worm
10624,benign
7058,worm
14510,trojan
1959,adware
13905,trojan
6876,worm
7317,worm
15903,trojan
14180,trojan
1985,adware
901,adware
10136,benign
8434,benign
2731,adware
6189,worm
3575,adware
8644,benign
4022,adware
8500,benign
2521,adware
13762,trojan
13117,trojan
574,adware
13779,trojan
7550,worm
16720,trojan
966,adware
7326,worm
1247,adware
2432,adware
12482,benign
367,adware
3429,adware
5060,worm
13927,trojan
7610,worm
11914,benign
7489,worm
145,adware
15989,trojan
2168,adware
13902,trojan
8403,benign
6658,worm
2276,adware
7117,worm
12168,benign
9442,benign
10408,benign
4723,worm
14200,trojan
2963,adware
12133,benign
9250,benign
6880,worm
3760,adware
14709,trojan
1432,adware
15495,trojan
16817,trojan
14790,trojan
5211,worm
4660,worm
2498,adware
3059,adware
13746,trojan
12137,benign
11218,benign
16234,trojan
8020,worm
3422,adware
1404,adware
13434,trojan
8518,benign
7603,worm
2270,adware
8795,benign
3533,adware
13017,trojan
380,adware
10780,benign
2665,adware
9630,benign
8602,benign
1670,adware
4466,worm
14068,trojan
10562,benign
15440,trojan
12123,benign
1981,adware
12588,trojan
8922,benign
10671,benign
8953,benign
11029,benign
23,adware
4622,worm
4285,worm
11863,benign
4020,adware
6740,worm
6698,worm
9409,benign
12320,benign
8813,benign
13801,trojan
10635,benign
8777,benign
8122,worm
4708,worm
1977,adware
952,adware
1248,adware
3373,adware
2403,adware
6398,worm
13616,trojan
5943,worm
15100,trojan
12782,trojan
6964,worm
16997,trojan
67,adware
14789,trojan
9601,benign
6596,worm
914,adware
11878,benign
6981,worm
11688,benign
2151,adware
1167,adware
13707,trojan
16962,trojan
3710,adware
13539,trojan
13300,trojan
15912,trojan
9379,benign
11650,benign
9858,benign
15094,trojan
9364,benign
2261,adware
2614,adware
6478,worm
5359,worm
356,adware
16159,trojan
14953,trojan
13565,trojan
13090,trojan
4591,worm
5682,worm
5513,worm
8142,worm
14104,trojan
15960,trojan
3081,adware
17,adware
5793,worm
78,adware
9492,benign
14705,trojan
14996,trojan
16719,trojan
8860,benign
17073,trojan
14048,trojan
5526,worm
11604,benign
13155,trojan
12363,benign
2112,adware
2507,adware
9655,benign
11457,benign
2866,adware
218,adware
5311,worm
13658,trojan
12429,benign
16616,trojan
15013,trojan
10763,benign
5852,worm
8245,benign
8354,benign
16115,trojan
15978,trojan
5885,worm
2723,adware
15677,trojan
4275,worm
1419,adware
15811,trojan
6786,worm
3878,adware
10070,benign
14976,trojan
2320,adware
16859,trojan
10969,benign
6639,worm
5836,worm
2107,adware
630,adware
3364,adware
11758,benign
5040,worm
1153,adware
9496,benign
15952,trojan
10714,benign
16858,trojan
2735,adware
9277,benign
6971,worm
1694,adware
16189,trojan
12469,benign
11820,benign
2456,adware
17086,trojan
9139,benign
6178,worm
3299,adware
12635,trojan
283,adware
16764,trojan
16676,trojan
4382,worm
503,adware
1567,adware
15158,trojan
9903,benign
5400,worm
15953,trojan
9772,benign
6979,worm
8817,benign
5937,worm
3785,adware
6306,worm
686,adware
13312,trojan
8950,benign
16053,trojan
186,adware
1480,adware
12291,benign
10654,benign
14467,trojan
2453,adware
5150,worm
7620,worm
11897,benign
13995,trojan
12634,trojan
1579,adware
12150,benign
13456,trojan
2973,adware
7357,worm
13999,trojan
15984,trojan
7292,worm
15749,trojan
10606,benign
4535,worm
16902,trojan
11851,benign
16049,trojan
8211,benign
16931,trojan
3084,adware
3875,adware
6409,worm
8287,benign
15178,trojan
5367,worm
9516,benign
3932,adware
14447,trojan
11227,benign
7721,worm
11838,benign
5656,worm
9652,benign
6605,worm
16517,trojan
8829,benign
9335,benign
13209,trojan
16936,trojan
15955,trojan
8971,benign
16758,trojan
14974,trojan
14962,trojan
14825,trojan
2273,adware
12697,trojan
1682,adware
6317,worm
11357,benign
12524,benign
1332,adware
11609,benign
16933,trojan
5711,worm
3520,adware
4570,worm
414,adware
4579,worm
9101,benign
5977,worm
11450,benign
664,adware
12110,benign
12495,benign
6291,worm
10761,benign
15892,trojan
5996,worm
8304,benign
14322,trojan
10109,benign
3213,adware
16845,trojan
9945,benign
12887,trojan
8985,benign
14986,trojan
7813,worm
15807,trojan
1127,adware
9038,benign
10790,benign
3398,adware
11607,benign
6009,worm
4207,worm
7750,worm
9830,benign
5301,worm
3514,adware
10478,benign
16733,trojan
6406,worm
10989,benign
8034,worm
2597,adware
5907,worm
1956,adware
1444,adware
3077,adware
6878,worm
13770,trojan
10390,benign
12949,trojan
6637,worm
7834,worm
7957,worm
16682,trojan
9957,benign
15206,trojan
4101,adware
10112,benign
9254,benign
4098,adware
2099,adware
2863,adware
16384,trojan
4138,worm
8968,benign
16797,trojan
14779,trojan
5378,worm
11792,benign
13313,trojan
5917,worm
6388,worm
1490,adware
14572,trojan
9214,benign
3833,adware
12454,benign
10686,benign
12463,benign
1326,adware
8069,worm
11013,benign
7017,worm
926,adware
16179,trojan
498,adware
7332,worm
10820,benign
12988,trojan
7524,worm
7641,worm
3899,adware
12558,trojan
2982,adware
7409,worm
12863,trojan
5931,worm
15726,trojan
2762,adware
709,adware
11790,benign
8140,worm
4323,worm
14496,trojan
3017,adware
4783,worm
13023,trojan
9104,benign
9549,benign
12038,benign
3632,adware
4761,worm
10270,benign
8820,benign
15024,trojan
8754,benign
4486,worm
12132,benign
4284,worm
1276,adware
5676,worm
11585,benign
10273,benign
16934,trojan
2834,adware
4737,worm
6082,worm
4905,worm
2117,adware
15249,trojan
16313,trojan
7516,worm
3244,adware
14960,trojan
10658,benign
5734,worm
2512,adware
12160,benign
16742,trojan
400,adware
16886,trojan
13126,trojan
10428,benign
16982,trojan
11694,benign
15615,trojan
693,adware
576,adware
10450,benign
11208,benign
12707,trojan
4599,worm
1059,adware
809,adware
11379,benign
14182,trojan
11292,benign
5252,worm
7647,worm
3226,adware
2032,adware
12489,benign
7129,worm
13579,trojan
8977,benign
13154,trojan
7235,worm
2458,adware
13508,trojan
10699,benign
17059,trojan
5417,worm
13786,trojan
1506,adware
12119,benign
1231,adware
16955,trojan
16690,trojan
5074,worm
1778,adware
11453,benign
1570,adware
2171,adware
3682,adware
3006,adware
12928,trojan
3453,adware
5025,worm
11079,benign
13568,trojan
4576,worm
2136,adware
2082,adware
3542,adware
7965,worm
1744,adware
12184,benign
4582,worm
16277,trojan
2717,adware
4833,worm
4266,worm
1556,adware
10126,benign
8851,benign
9505,benign
2249,adware
1282,adware
10220,benign
9226,benign
7833,worm
8445,benign
7078,worm
1467,adware
13812,trojan
9439,benign
9677,benign
12097,benign
2111,adware
10620,benign
1563,adware
15213,trojan
14653,trojan
666,adware
15374,trojan
1612,adware
14687,trojan
16600,trojan
12654,trojan
10083,benign
15866,trojan
346,adware
17050,trojan
15456,trojan
4938,worm
3814,adware
6473,worm
2434,adware
13889,trojan
1205,adware
16989,trojan
11364,benign
9876,benign
6379,worm
10953,benign
17016,trojan
11493,benign
14414,trojan
9847,benign
6119,worm
4303,worm
12166,benign
11619,benign
13908,trojan
1510,adware
2784,adware
9129,benign
645,adware
8868,benign
4029,adware
6365,worm
16144,trojan
15238,trojan
1294,adware
8713,benign
17087,trojan
6720,worm
12074,benign
10708,benign
2462,adware
8464,benign
4353,worm
7362,worm
12361,benign
6090,worm
11765,benign
632,adware
1516,adware
6820,worm
13697,trojan
3741,adware
4056,adware
5313,worm
10937,benign
7952,worm
12460,benign
5088,worm
11135,benign
3617,adware
10424,benign
1724,adware
1711,adware
6566,worm
11948,benign
7528,worm
14177,trojan
526,adware
13003,trojan
5717,worm
8272,benign
16561,trojan
14323,trojan
2813,adware
12419,benign
14099,trojan
12880,trojan
12092,benign
3947,adware
14430,trojan
6456,worm
6830,worm
1380,adware
3488,adware
6602,worm
12354,benign
4137,worm
7898,worm
15174,trojan
11370,benign
10368,benign
12841,trojan
2501,adware
4892,worm
13577,trojan
3610,adware
10232,benign
5868,worm
2758,adware
5839,worm
10075,benign
2532,adware
13595,trojan
7899,worm
15971,trojan
2988,adware
4141,worm
199,adware
13849,trojan
10208,benign
6585,worm
14426,trojan
11805,benign
10156,benign
10244,benign
17093,trojan
15293,trojan
5663,worm
2275,adware
7079,worm
11713,benign
9963,benign
855,adware
3600,adware
7897,worm
8642,benign
9692,benign
13857,trojan
14529,trojan
2827,adware
12288,benign
2926,adware
10259,benign
7589,worm
1148,adware
5531,worm
12727,trojan
577,adware
6384,worm
4656,worm
15824,trojan
10997,benign
5770,worm
10329,benign
4174,worm
11663,benign
13932,trojan
13374,trojan
